condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
HELIX,L-CTC,L-CTT,538,518,-64.87877847303554,-39.77677117882274,-65.75043355453423,-39.065475278657615,1.1250441941071483,0.20159681,0.42300114,False
HELIX,P-CCA,P-CCG,172,472,-58.23857101478669,-36.30407760854565,-58.54430394241481,-36.7113173925239,0.5092316414861822,0.2035928,0.41966978,False
HELIX,L-CTG,L-TTA,2635,670,-65.42510481417735,-39.232811498228344,-64.74406665203537,-38.93613881653425,0.7428510337593105,0.20588236,0.41473195,False
HELIX,A-GCA,A-GCG,1151,2189,-63.47565271183982,-39.416215737821524,-63.54513622626636,-39.21356402514725,0.21423275992919805,0.21921922,0.35120136,False
HELIX,V-GTT,V-GTT,675,675,-65.7700976691547,-41.82427406179039,-65.7700976691547,-41.82427406179039,0.0,0.2192691,0.40333754,False
HELIX,N-AAC,N-AAC,779,779,-66.1649577352623,-36.25918619022574,-66.1649577352623,-36.25918619022574,0.0,0.2235529,0.44665998,False
HELIX,G-GGG,G-GGT,186,473,-60.451422532276595,-41.62874623642043,-61.138163902375524,-42.39361131024597,1.0279262087151508,0.25249168,0.4915889,False
HELIX,R-CGA,R-CGG,145,238,-63.28639500012794,-39.74254510089181,-64.8375856021512,-39.68233356826356,1.5523587576545292,0.26578072,0.6977543,False
HELIX,H-CAC,H-CAT,379,481,-66.83162517939057,-37.909974610726124,-67.32236061087764,-38.0351378272666,0.5064455493846962,0.26578072,0.4666307,False
HELIX,L-CTC,L-CTC,538,538,-64.87877847303554,-39.77677117882274,-64.87877847303554,-39.77677117882274,0.0,0.26578072,0.37989426,False
HELIX,E-GAA,E-GAG,2409,1057,-64.91182292824006,-39.06428682574203,-64.89683749320105,-39.224318157995434,0.16073142370459495,0.26595744,0.38658094,False
HELIX,V-GTC,V-GTG,595,980,-65.485954969493,-41.784460889118385,-65.88824628141758,-41.84891396922121,0.4074217706317886,0.26595744,0.37286505,False
HELIX,P-CCA,P-CCA,172,172,-58.23857101478669,-36.30407760854565,-58.23857101478669,-36.30407760854565,0.0,0.26595744,0.36913222,False
HELIX,N-AAT,N-AAT,603,603,-66.6254627494829,-36.534538436425635,-66.6254627494829,-36.534538436425635,0.0,0.27242523,0.43042818,False
HELIX,D-GAC,D-GAT,814,1304,-63.90795587497744,-38.8534252256854,-64.03520912940394,-38.839959507736715,0.12796373049427276,0.2747253,0.38099402,False
HELIX,P-CCT,P-CCT,148,148,-58.727482785765375,-36.835859061849916,-58.727482785765375,-36.835859061849916,0.0,0.2747253,0.3654157,False
HELIX,H-CAT,H-CAT,481,481,-67.32236061087764,-38.0351378272666,-67.32236061087764,-38.0351378272666,0.0,0.28089887,0.46958473,False
HELIX,R-AGA,R-CGG,85,238,-64.30466009216094,-39.063074467164355,-64.8375856021512,-39.68233356826356,0.8170014892841747,0.2840909,0.58854175,False
HELIX,S-AGT,S-AGT,256,256,-65.18692928762984,-37.374747326985585,-65.18692928762984,-37.374747326985585,0.0,0.2857143,0.37404016,False
HELIX,I-ATT,I-ATT,1212,1212,-65.46398908112224,-42.281562056911916,-65.46398908112224,-42.281562056911916,0.0,0.28735632,0.37520298,False
HELIX,S-AGC,S-AGC,492,492,-65.59661769442553,-36.75192286713963,-65.59661769442553,-36.75192286713963,0.0,0.28901735,0.4331231,False
HELIX,E-GAA,E-GAA,2409,2409,-64.91182292824006,-39.06428682574203,-64.91182292824006,-39.06428682574203,0.0,0.28903654,0.36666012,False
HELIX,A-GCA,A-GCC,1151,1598,-63.47565271183982,-39.416215737821524,-63.455380710383224,-39.48351359171366,0.07028481472938192,0.29568106,0.34808567,False
HELIX,R-AGG,R-CGG,52,238,-64.97108847966827,-39.745266931276056,-64.8375856021512,-39.68233356826356,0.147592772470065,0.295858,0.59446317,False
HELIX,G-GGA,G-GGA,146,146,-61.799961421625575,-41.53861164503836,-61.799961421625575,-41.53861164503836,0.0,0.295858,0.42410225,False
HELIX,L-TTA,L-TTA,670,670,-64.74406665203537,-38.93613881653425,-64.74406665203537,-38.93613881653425,0.0,0.30232558,0.36023194,False
HELIX,T-ACG,T-ACG,470,470,-66.18544147258316,-39.566971673182046,-66.18544147258316,-39.566971673182046,0.0,0.30487806,0.40900087,False
HELIX,R-AGA,R-AGA,85,85,-64.30466009216094,-39.063074467164355,-64.30466009216094,-39.063074467164355,0.0,0.3255814,0.582831,False
HELIX,R-CGA,R-CGA,145,145,-63.28639500012794,-39.74254510089181,-63.28639500012794,-39.74254510089181,0.0,0.32894737,0.63947123,False
HELIX,G-GGT,G-GGT,473,473,-61.138163902375524,-42.39361131024597,-61.138163902375524,-42.39361131024597,0.0,0.33222592,0.45477527,False
HELIX,V-GTG,V-GTT,980,675,-65.88824628141758,-41.84891396922121,-65.7700976691547,-41.82427406179039,0.12069059457076149,0.33333334,0.3738484,False
HELIX,A-GCA,A-GCT,1151,978,-63.47565271183982,-39.416215737821524,-63.67269000901635,-39.21290832698693,0.28312117508038853,0.33783785,0.3321546,False
HELIX,G-GGC,G-GGC,581,581,-61.09604895595323,-41.94639442905563,-61.09604895595323,-41.94639442905563,0.0,0.36212623,0.43775886,False
HELIX,A-GCC,A-GCT,1598,978,-63.455380710383224,-39.48351359171366,-63.67269000901635,-39.21290832698693,0.3470598515677771,0.37037036,0.3212297,False
HELIX,D-GAC,D-GAC,814,814,-63.90795587497744,-38.8534252256854,-63.90795587497744,-38.8534252256854,0.0,0.37313432,0.35009438,False
HELIX,I-ATA,I-ATA,194,194,-65.5413682942293,-41.79271175763576,-65.5413682942293,-41.79271175763576,0.0,0.3754153,0.31709504,False
HELIX,P-CCA,P-CCT,172,148,-58.23857101478669,-36.30407760854565,-58.727482785765375,-36.835859061849916,0.722375410627958,0.390625,0.37310556,False
HELIX,V-GTC,V-GTC,595,595,-65.485954969493,-41.784460889118385,-65.485954969493,-41.784460889118385,0.0,0.39202657,0.35190463,False
HELIX,F-TTC,F-TTT,662,875,-66.40253903535202,-39.69277692750451,-66.84969785993442,-39.3725571686468,0.5499924620981613,0.39534885,0.45155618,False
HELIX,N-AAC,N-AAT,779,603,-66.1649577352623,-36.25918619022574,-66.6254627494829,-36.534538436425635,0.5365479732602126,0.41666666,0.44332403,False
HELIX,A-GCT,A-GCT,978,978,-63.67269000901635,-39.21290832698693,-63.67269000901635,-39.21290832698693,0.0,0.42857143,0.3224721,False
HELIX,R-AGA,R-CGT,85,1064,-64.30466009216094,-39.063074467164355,-64.59572177345187,-39.454410155660234,0.4877094661849859,0.44642857,0.6219299,False
HELIX,R-CGC,R-CGC,995,995,-64.63380690826386,-39.203728552742426,-64.63380690826386,-39.203728552742426,0.0,0.4587156,0.6058588,False
HELIX,P-CCG,P-CCG,472,472,-58.54430394241481,-36.7113173925239,-58.54430394241481,-36.7113173925239,0.0,0.4587156,0.42851833,False
HELIX,K-AAG,K-AAG,531,531,-64.78370223978897,-38.848364055510416,-64.78370223978897,-38.848364055510416,0.0,0.4641638,0.34187976,False
HELIX,I-ATC,I-ATT,1113,1212,-64.75252925641702,-42.68359382164803,-65.46398908112224,-42.281562056911916,0.8171931363064701,0.46728972,0.36912918,False
HELIX,Y-TAC,Y-TAC,532,532,-66.27286106377016,-39.94060351134925,-66.27286106377016,-39.94060351134925,0.0,0.4716981,0.44552374,False
HELIX,D-GAT,D-GAT,1304,1304,-64.03520912940394,-38.839959507736715,-64.03520912940394,-38.839959507736715,0.0,0.48076922,0.3599209,False
HELIX,A-GCC,A-GCG,1598,2189,-63.455380710383224,-39.48351359171366,-63.54513622626636,-39.21356402514725,0.2844799133872951,0.48076922,0.3280928,False
HELIX,M-ATG,M-ATG,1164,1164,-65.37758718812157,-38.944884873766455,-65.37758718812157,-38.944884873766455,0.0,0.4950495,0.35748804,False
HELIX,L-CTG,L-CTT,2635,518,-65.42510481417735,-39.232811498228344,-65.75043355453423,-39.065475278657615,0.365841768641055,0.5049505,0.3965161,False
HELIX,W-TGG,W-TGG,647,647,-64.0323472801417,-40.33793269084182,-64.0323472801417,-40.33793269084182,0.0,0.5049505,0.36145464,False
HELIX,R-AGG,R-CGC,52,995,-64.97108847966827,-39.745266931276056,-64.63380690826386,-39.203728552742426,0.6379832864847286,0.5445545,0.56005406,False
HELIX,T-ACT,T-ACT,291,291,-67.17901543076658,-38.958275459634265,-67.17901543076658,-38.958275459634265,0.0,0.55445546,0.38396704,False
HELIX,R-CGC,R-CGG,995,238,-64.63380690826386,-39.203728552742426,-64.8375856021512,-39.68233356826356,0.5201812347292151,0.56435645,0.5908675,False
HELIX,S-TCA,S-TCA,195,195,-65.18096653248442,-37.07344719212881,-65.18096653248442,-37.07344719212881,0.0,0.62376237,0.3595638,False
HELIX,L-TTG,L-TTG,649,649,-65.69698732427888,-38.65900730605557,-65.69698732427888,-38.65900730605557,0.0,0.62376237,0.35640317,False
HELIX,I-ATC,I-ATC,1113,1113,-64.75252925641702,-42.68359382164803,-64.75252925641702,-42.68359382164803,0.0,0.63366336,0.31187117,False
HELIX,L-CTG,L-CTG,2635,2635,-65.42510481417735,-39.232811498228344,-65.42510481417735,-39.232811498228344,0.0,0.64356434,0.3807365,False
HELIX,V-GTG,V-GTG,980,980,-65.88824628141758,-41.84891396922121,-65.88824628141758,-41.84891396922121,0.0,0.65346533,0.3641979,False
HELIX,K-AAA,K-AAA,1726,1726,-64.70230004526076,-39.39270622669834,-64.70230004526076,-39.39270622669834,0.0,0.65346533,0.3502763,False
HELIX,A-GCC,A-GCC,1598,1598,-63.455380710383224,-39.48351359171366,-63.455380710383224,-39.48351359171366,0.0,0.65346533,0.3248052,False
HELIX,Q-CAA,Q-CAA,816,816,-64.82335148792089,-39.16749439919551,-64.82335148792089,-39.16749439919551,0.0,0.6633663,0.32523847,False
HELIX,R-CGC,R-CGT,995,1064,-64.63380690826386,-39.203728552742426,-64.59572177345187,-39.454410155660234,0.2535581659798972,0.6732673,0.54341054,False
HELIX,G-GGG,G-GGG,186,186,-60.451422532276595,-41.62874623642043,-60.451422532276595,-41.62874623642043,0.0,0.6831683,0.3629453,False
HELIX,P-CCC,P-CCC,105,105,-58.764632184661075,-36.18743505299476,-58.764632184661075,-36.18743505299476,0.0,0.6831683,0.30586192,False
HELIX,F-TTC,F-TTC,662,662,-66.40253903535202,-39.69277692750451,-66.40253903535202,-39.69277692750451,0.0,0.7029703,0.41705012,False
HELIX,V-GTA,V-GTA,421,421,-66.25897528918753,-41.79368505959249,-66.25897528918753,-41.79368505959249,0.0,0.7128713,0.2859222,False
HELIX,L-CTT,L-CTT,518,518,-65.75043355453423,-39.065475278657615,-65.75043355453423,-39.065475278657615,0.0,0.75247526,0.3359279,False
HELIX,K-AAA,K-AAG,1726,531,-64.70230004526076,-39.39270622669834,-64.78370223978897,-38.848364055510416,0.5503950550355526,0.77227724,0.3360702,False
HELIX,Y-TAT,Y-TAT,708,708,-66.98556398290431,-39.371713640284305,-66.98556398290431,-39.371713640284305,0.0,0.7821782,0.4310984,False
HELIX,A-GCG,A-GCG,2189,2189,-63.54513622626636,-39.21356402514725,-63.54513622626636,-39.21356402514725,0.0,0.7821782,0.27375215,False
HELIX,C-TGC,C-TGC,197,197,-65.01721957732252,-41.06864681881729,-65.01721957732252,-41.06864681881729,0.0,0.8019802,0.32713035,False
HELIX,S-TCC,S-TCC,297,297,-66.10907995766243,-36.53535805912604,-66.10907995766243,-36.53535805912604,0.0,0.8118812,0.36953503,False
HELIX,H-CAC,H-CAC,379,379,-66.83162517939057,-37.909974610726124,-66.83162517939057,-37.909974610726124,0.0,0.8118812,0.3636129,False
HELIX,L-CTA,L-CTA,190,190,-65.47430266676895,-38.86011198088284,-65.47430266676895,-38.86011198088284,0.0,0.8118812,0.29300675,False
HELIX,A-GCA,A-GCA,1151,1151,-63.47565271183982,-39.416215737821524,-63.47565271183982,-39.416215737821524,0.0,0.84158415,0.28058,False
HELIX,T-ACC,T-ACC,842,842,-66.49846221205568,-40.04893031158566,-66.49846221205568,-40.04893031158566,0.0,0.8613861,0.38227984,False
HELIX,Q-CAG,Q-CAG,1598,1598,-65.17585072079608,-38.71116604565238,-65.17585072079608,-38.71116604565238,0.0,0.9306931,0.3116469,False
HELIX,F-TTT,F-TTT,875,875,-66.84969785993442,-39.3725571686468,-66.84969785993442,-39.3725571686468,0.0,0.96039605,0.36517513,False
HELIX,R-CGT,R-CGT,1064,1064,-64.59572177345187,-39.454410155660234,-64.59572177345187,-39.454410155660234,0.0,0.980198,0.48909235,False
HELIX,S-TCG,S-TCG,304,304,-66.24582034484608,-36.583876307895224,-66.24582034484608,-36.583876307895224,0.0,0.980198,0.3226242,False
HELIX,R-CGG,R-CGT,238,1064,-64.8375856021512,-39.68233356826356,-64.59572177345187,-39.454410155660234,0.33233596502009904,0.990099,0.57858557,False
OTHER,C-TGC,C-TGT,108,66,-96.98062659096045,57.099056404607616,-94.9568347096965,109.56289372144529,52.50285668024435,0.00019996,1.6933815,True
OTHER,L-CTA,L-CTT,49,117,-84.7841831863113,58.4207389901401,-85.43878168617614,29.49380185505807,28.934342764490317,0.00019996,1.6749378,True
OTHER,L-CTA,L-CTC,49,121,-84.7841831863113,58.4207389901401,-81.23012157245184,-12.59897377319469,71.10858566264476,0.00019996,1.5968684,True
OTHER,L-CTA,L-TTA,49,151,-84.7841831863113,58.4207389901401,-82.2821277989847,13.453693400646332,45.03660145047427,0.00019996,1.580659,True
OTHER,G-GGA,G-GGG,220,285,104.8649120253921,-30.371894389849494,108.70054135759615,-59.2732832023411,29.154799393322513,0.00019996,1.5014678,True
OTHER,V-GTA,V-GTT,97,204,-88.04945757187343,29.455289833422952,-94.64841751772458,48.695864423457174,20.34074686243399,0.00019996,1.4962798,True
OTHER,T-ACA,T-ACT,133,180,-91.2425231975302,9.83276679613339,-99.40248189705274,53.34541666320039,44.27116018845541,0.00019996,1.4876037,True
OTHER,G-GGA,G-GGT,220,657,104.8649120253921,-30.371894389849494,105.16611653760049,-45.47184096538732,15.102950398590046,0.00019996,1.4827278,True
OTHER,V-GTA,V-GTG,97,270,-88.04945757187343,29.455289833422952,-94.90079300755654,74.65951374184542,45.72048399147848,0.00019996,1.4724059,True
OTHER,G-GGA,G-GGC,220,815,104.8649120253921,-30.371894389849494,95.6995699706112,-35.58271742463851,10.543062727738233,0.00019996,1.4507067,True
OTHER,G-GGG,G-GGT,285,657,108.70054135759615,-59.2732832023411,105.16611653760049,-45.47184096538732,14.246823036318414,0.00019996,1.447826,True
OTHER,V-GTA,V-GTC,97,143,-88.04945757187343,29.455289833422952,-93.45634460188225,105.84699760539155,76.58281428410115,0.00019996,1.4465566,True
OTHER,T-ACA,T-ACG,133,262,-91.2425231975302,9.83276679613339,-98.47078262256048,54.99208989472584,45.73414694775233,0.00019996,1.4460222,True
OTHER,G-GGC,G-GGG,815,285,95.6995699706112,-35.58271742463851,108.70054135759615,-59.2732832023411,27.023474311658273,0.00019996,1.4357417,True
OTHER,T-ACA,T-ACC,133,440,-91.2425231975302,9.83276679613339,-100.13195293059927,76.74623898612187,67.50136829353559,0.00019996,1.4081821,True
OTHER,T-ACC,T-ACT,440,180,-100.13195293059927,76.74623898612187,-99.40248189705274,53.34541666320039,23.412189418713567,0.00019996,1.4030215,True
OTHER,S-TCC,S-TCT,181,162,-87.70469694332787,-2.2211634308229833,-85.03171607202172,-9.805998431002465,8.042048788605813,0.00019996,1.3965436,True
OTHER,T-ACG,T-ACT,262,180,-98.47078262256048,54.99208989472584,-99.40248189705274,53.34541666320039,1.891982100737712,0.00019996,1.3957323,True
OTHER,H-CAC,H-CAT,209,277,-96.77648589704711,15.056851496969628,-97.6629898098014,30.716822358029724,15.685043084307416,0.00019996,1.3955406,True
OTHER,N-AAC,N-AAT,530,407,-95.04528565944817,28.932968192119155,-95.39108447674757,32.09060562655107,3.176515542126535,0.00019996,1.3740612,True
OTHER,F-TTC,F-TTT,255,325,-94.13246502782181,31.624800385534538,-94.93051116063528,33.78882288064802,2.3064845521823227,0.00019996,1.3635087,True
OTHER,Y-TAC,Y-TAT,254,290,-100.30462011281719,31.306677494752027,-98.42898186484,25.562758195243518,6.042402482170589,0.00019996,1.360169,True
OTHER,S-TCA,S-TCT,157,162,-90.04894764007048,-13.205051462969418,-85.03171607202172,-9.805998431002465,6.060212382544751,0.00019996,1.3510637,True
OTHER,S-AGT,S-TCC,150,181,-91.3481862239903,11.89301737341322,-87.70469694332787,-2.2211634308229833,14.576869139598248,0.00019996,1.3429731,True
OTHER,S-AGT,S-TCT,150,162,-91.3481862239903,11.89301737341322,-85.03171607202172,-9.805998431002465,22.59966995469163,0.00019996,1.3411635,True
OTHER,S-AGC,S-TCC,316,181,-88.24891958620532,-10.7210209448625,-87.70469694332787,-2.2211634308229833,8.51726223877101,0.00019996,1.3365805,True
OTHER,S-TCA,S-TCC,157,181,-90.04894764007048,-13.205051462969418,-87.70469694332787,-2.2211634308229833,11.231264738750836,0.00019996,1.3323879,True
OTHER,S-TCA,S-TCG,157,180,-90.04894764007048,-13.205051462969418,-86.20861913771745,-2.5049498934307852,11.368390238042858,0.00019996,1.3316553,True
OTHER,S-AGC,S-TCT,316,162,-88.24891958620532,-10.7210209448625,-85.03171607202172,-9.805998431002465,3.3447966533925526,0.00019996,1.3303447,True
