condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
ANY,G-GGG,G-GGT,1047,2631,27.887780201925246,-24.141894432773274,91.82610139040527,-19.958784349186693,64.07501327641405,0.00019996,0.30545595,True
ANY,V-GTA,V-GTT,1193,2079,-92.72358824734494,68.42624212415676,-95.31901915081477,87.22017698398551,18.972302155778888,0.00039992,0.16455558,True
ANY,T-ACC,T-ACT,2412,940,-93.57322962914867,-14.545654526276486,-92.3322662192274,-14.705708056644688,1.2512423096054446,0.00079984,0.21900162,True
ANY,C-TGC,C-TGT,562,416,-91.86471244978335,2.0322224691338593,-90.4993576346978,-14.034507074454828,16.124639282722043,0.0017996401,0.2611144,False
ANY,S-AGC,S-TCC,1384,817,-84.57376554855071,-22.295598677470448,-85.29060073213272,-23.005660020943097,1.0089795795333192,0.0021995602,0.20986557,False
ANY,L-CTA,L-TTG,316,1237,-80.95565042065488,-23.814238305456715,-82.46504026495765,-19.45918333215694,4.609204000968873,0.0043991203,0.2546782,False
ANY,G-GGA,G-GGG,827,1047,87.07127202989005,-17.708841489409036,27.887780201925246,-24.141894432773274,59.5320911368222,0.0053989203,0.2127294,False
ANY,G-GGC,G-GGG,3131,1047,87.85569193530934,-16.170141595830444,27.887780201925246,-24.141894432773274,60.49544843173123,0.0059988,0.21648003,False
ANY,G-GGA,G-GGT,827,2631,87.07127202989005,-17.708841489409036,91.82610139040527,-19.958784349186693,5.260289452100702,0.00639872,0.21229278,False
ANY,P-CCA,P-CCC,696,404,-63.6978934070537,-17.089802661910564,-63.5628469067842,-13.949692346662548,3.1430129412972567,0.00739852,0.19490096,False
ANY,F-TTC,F-TTC,1674,1674,-90.21550180298124,-5.6036972233954385,-90.21550180298124,-5.6036972233954385,0.0,0.00759848,0.15051267,False
ANY,V-GTA,V-GTC,1193,1510,-92.72358824734494,68.42624212415676,-94.42045312398623,85.69855427087924,17.355463615340142,0.0089982,0.13843282,False
ANY,L-CTT,L-TTG,1057,1237,-81.0160019721611,-20.70368819516287,-82.46504026495765,-19.45918333215694,1.9101058421030312,0.00919816,0.23724577,False
ANY,C-TGC,C-TGC,562,562,-91.86471244978335,2.0322224691338593,-91.86471244978335,2.0322224691338593,0.0,0.010820169,0.23511359,False
ANY,S-AGC,S-TCT,1384,861,-84.57376554855071,-22.295598677470448,-86.77194581970342,-19.662540261863022,3.4300135749711114,0.011158223,0.19529776,False
ANY,R-AGA,R-AGG,224,107,-84.93850448041856,-18.861775713759897,-78.49015703595536,-31.080912421926424,13.816239960907513,0.012251899,0.44667736,False
ANY,Y-TAC,Y-TAT,1468,1801,-91.83056150393328,-7.640370841434031,-93.41134731563021,6.81559519019055,14.54214006568311,0.014400922,0.14507402,False
ANY,Y-TAT,Y-TAT,1801,1801,-93.41134731563021,6.81559519019055,-93.41134731563021,6.81559519019055,0.0,0.017397355,0.14306754,False
ANY,S-AGC,S-AGT,1384,736,-84.57376554855071,-22.295598677470448,-85.31372775266237,-22.905778749615415,0.9590952945128234,0.017482517,0.17844424,False
