condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
ANY,H-CAC,H-CAT,987,1344,-88.02249198503023,-6.1616784285822295,-89.62852217589952,0.5313811935467344,6.8830502017170225,0.00019996,0.2351181,True
ANY,G-GGA,G-GGG,800,1062,92.56427408495439,-18.701109173913686,93.75927032176149,-20.78661864451787,2.4036151434792656,0.00039992,0.3187033,True
ANY,G-GGA,G-GGT,800,2568,92.56427408495439,-18.701109173913686,92.05936601093954,-19.100613768656903,0.6438447673362958,0.00039992,0.30412155,True
ANY,S-TCA,S-TCT,597,722,-85.95312908162396,-18.842698995408053,-85.51659120120092,-21.15178787830343,2.34999080639803,0.00039992,0.2992649,True
ANY,T-ACC,T-ACT,2319,881,-92.09901525907146,-17.51446625846152,-94.17295438922164,5.921347977351576,23.527401310198027,0.00039992,0.26613495,True
ANY,G-GGG,G-GGT,1062,2568,93.75927032176149,-20.78661864451787,92.05936601093954,-19.100613768656903,2.3942195194630718,0.0009998,0.2957352,True
ANY,S-AGC,S-TCT,1385,722,-85.0384847894892,-23.786140614758576,-85.51659120120092,-21.15178787830343,2.677386800779551,0.0009998,0.26303652,True
ANY,A-GCA,A-GCT,2041,1683,-75.81251797563527,-33.11077634136252,-75.04862961886104,-33.25263254023451,0.7769482626106053,0.0009998,0.17877813,True
ANY,R-CGA,R-CGA,303,303,-79.43081068844953,-20.62312782144986,-79.43081068844953,-20.62312782144986,0.0,0.00159968,0.5800434,True
ANY,L-TTA,L-TTA,1267,1267,-79.44340555727904,-23.304455183921768,-79.44340555727904,-23.304455183921768,0.0,0.0017996401,0.2776033,True
ANY,C-TGC,C-TGT,537,428,-91.10991507479442,-3.2699818800041656,-91.83292474938611,-6.021665527012492,2.8450845124119315,0.0019996,0.31115055,True
ANY,S-AGC,S-TCA,1385,597,-85.0384847894892,-23.786140614758576,-85.95312908162396,-18.842698995408053,5.027344152239987,0.0019996,0.2548709,True
ANY,T-ACA,T-ACG,652,1334,-92.65266356300353,-10.292828701831585,-92.14479801707806,-16.499105704373058,6.22702189212575,0.0019996,0.24769288,True
ANY,S-TCG,S-TCT,787,722,-85.93944821271641,-24.23995887378173,-85.51659120120092,-21.15178787830343,3.1169870306918583,0.0021995602,0.25856996,True
ANY,S-TCA,S-TCG,597,787,-85.95312908162396,-18.842698995408053,-85.93944821271641,-24.23995887378173,5.397277217345459,0.0027994402,0.25439736,True
ANY,L-CTG,L-TTG,5061,1291,-80.6353077183921,-22.437075800843505,-81.96586271965644,-20.396766814619177,2.4358237560745835,0.00319936,0.29078078,True
ANY,L-CTA,L-TTG,363,1291,-80.91244264396538,-23.869655045287615,-81.96586271965644,-20.396766814619177,3.6291385367032114,0.0053989203,0.2796818,True
ANY,S-AGT,S-TCT,688,722,-85.3002381290516,-20.252593474071254,-85.51659120120092,-21.15178787830343,0.9248563285348234,0.0057988404,0.24455266,True
