condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
ANY,G-GGA,G-GGG,397,743,67.34645068808028,-16.66957527322553,94.3706473845585,-23.860446242739144,27.964545989344042,0.00019996,0.4493671,True
ANY,S-TCA,S-TCC,302,558,-83.42843844738795,-22.71585167936487,-88.99965982882728,-18.8726630352969,6.7682055697872885,0.00019996,0.43313444,True
ANY,S-AGC,S-TCA,1035,302,-85.71422272483525,-21.099579619835147,-83.42843844738795,-22.71585167936487,2.799490155982284,0.00019996,0.4230293,True
ANY,T-ACG,T-ACT,942,599,-90.31212165898025,-27.89854799515177,-92.00510698817295,11.217897570187064,39.153065180021066,0.00019996,0.38087267,True
ANY,S-TCA,S-TCG,302,519,-83.42843844738795,-22.71585167936487,-83.33407938400423,-23.077272846843385,0.3735356651568742,0.00019996,0.37928298,True
ANY,T-ACA,T-ACT,323,599,-91.93454430385756,-28.599757413460082,-92.00510698817295,11.217897570187064,39.817717507275304,0.00019996,0.3519535,True
ANY,L-CTT,L-TTG,627,827,-82.56450147965137,-15.568687090350167,-80.00777042801884,-23.458680855380653,8.293905912331171,0.00039992,0.45087492,True
ANY,S-AGT,S-TCT,377,516,-79.41161785688179,-27.398052223340745,-84.18772325666158,-28.582306280130698,4.920735764174824,0.00039992,0.3933998,True
ANY,T-ACC,T-ACG,1747,942,-93.11102389782475,-8.239343426924654,-90.31212165898025,-27.89854799515177,19.85744641181264,0.00039992,0.38877746,True
ANY,S-AGC,S-AGT,1035,377,-85.71422272483525,-21.099579619835147,-79.41161785688179,-27.398052223340745,8.910307809422815,0.00039992,0.37225404,True
ANY,G-GGC,G-GGG,2251,743,87.67429577133214,-17.218959831568213,94.3706473845585,-23.860446242739144,9.431355505850009,0.0009998,0.42716086,True
ANY,S-TCC,S-TCT,558,516,-88.99965982882728,-18.8726630352969,-84.18772325666158,-28.582306280130698,10.836600274832154,0.0009998,0.3696983,True
ANY,Q-CAA,Q-CAG,1019,2321,-77.62094716217955,-25.423709204120396,-78.60213115720856,-25.74553405743306,1.0326147724639656,0.0009998,0.19700782,True
ANY,G-GGA,G-GGT,397,2040,67.34645068808028,-16.66957527322553,79.40741729054223,-18.70409908922286,12.231361434589488,0.0017996401,0.41917515,True
ANY,L-CTA,L-TTG,210,827,-84.95241757575788,-21.31252955023051,-80.00777042801884,-23.458680855380653,5.390315467599405,0.0017996401,0.37969834,True
ANY,A-GCC,A-GCT,2049,1208,-74.94625191339172,-33.89726579410031,-74.15572581885445,-33.20609504632463,1.0500707160592366,0.0019996,0.17168063,True
ANY,N-AAC,N-AAT,1746,1030,-80.14286473961252,0.3934760990270333,-78.30060562610917,6.763945299686913,6.631500318769672,0.0057988404,0.21218094,True
ANY,R-CGA,R-CGG,158,301,-76.00111998918683,-27.743617106661077,-80.40762336240972,-24.4915608446902,5.4765994841004,0.00639872,1.0055006,True
ANY,F-TTC,F-TTT,1289,1348,-88.82679457112341,-12.320036531454186,-90.16100372359371,-5.015573539627736,7.425314381324046,0.00639872,0.19122869,True
ANY,S-TCA,S-TCT,302,516,-83.42843844738795,-22.71585167936487,-84.18772325666158,-28.582306280130698,5.9153869699657236,0.00739852,0.3241631,False
ANY,L-CTA,L-CTG,210,4246,-84.95241757575788,-21.31252955023051,-80.87785456600842,-22.344309879083685,4.2031695620599026,0.0077984403,0.36755532,False
ANY,L-CTA,L-TTA,210,647,-84.95241757575788,-21.31252955023051,-78.1554641062464,-24.869919173763055,7.67160983107985,0.0079984,0.35782236,False
ANY,C-TGC,C-TGT,379,292,-91.78010006634523,-1.5496810234949772,-89.43475653933542,0.9308687661778781,3.413760905326097,0.00859828,0.35408163,False
ANY,R-AGG,R-CGC,28,1655,-81.67535428368829,-23.433497947910816,-79.38160600566876,-22.976271424491824,2.338875211856201,0.010860122,0.95423895,False
ANY,A-GCA,A-GCA,1503,1503,-74.36334990924449,-32.650824572464686,-74.36334990924449,-32.650824572464686,0.0,0.011436414,0.15572536,False
ANY,P-CCA,P-CCC,429,205,-63.183552841795056,-16.540530801689187,-63.730507560340506,-16.505761723719235,0.5480587130244479,0.0116522955,0.29773253,False
ANY,T-ACA,T-ACC,323,1747,-91.93454430385756,-28.599757413460082,-93.11102389782475,-8.239343426924654,20.394375742790675,0.012088975,0.3139747,False
