condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
ANY,R-AGA,R-AGG,204,100,-83.87722968718198,-17.6771220909035,-78.11105421626299,-26.755464611131362,10.75477021958187,0.0009998,0.5935787,False
ANY,S-TCC,S-TCT,801,722,-85.34460020771084,-20.482080999994512,-85.51659120120092,-21.15178787830343,0.6914392270445665,0.00159968,0.43748218,False
ANY,I-ATC,I-ATT,2610,2949,-88.7542989432729,19.560469914906353,-89.97265442704143,34.563482445743354,15.052400974106456,0.020234723,0.34501973,False
ANY,G-GGA,G-GGC,800,3070,92.56427408495439,-18.701109173913686,80.1745294966047,-18.24104129179997,12.398283486865955,0.027563395,0.51034266,False
ANY,E-GAA,E-GAA,4519,4519,-75.95538504250443,-28.362814736057754,-75.95538504250443,-28.362814736057754,0.0,0.029940119,0.33107132,False
ANY,T-ACT,T-ACT,881,881,-94.17295438922164,5.921347977351576,-94.17295438922164,5.921347977351576,0.0,0.030978935,0.3634426,False
ANY,S-TCA,S-TCT,597,722,-85.95312908162396,-18.842698995408053,-85.51659120120092,-21.15178787830343,2.34999080639803,0.036363635,0.37563568,False
ANY,R-AGG,R-CGG,100,487,-78.11105421626299,-26.755464611131362,-79.68675153702824,-24.539341433029023,2.7191954668962706,0.0394633,0.45755687,False
ANY,S-TCA,S-TCG,597,787,-85.95312908162396,-18.842698995408053,-85.93944821271641,-24.23995887378173,5.397277217345459,0.03961965,0.38319245,False
ANY,L-TTA,L-TTA,1267,1267,-79.44340555727904,-23.304455183921768,-79.44340555727904,-23.304455183921768,0.0,0.048543688,0.32398924,False
ANY,R-CGA,R-CGT,303,2100,-79.43081068844953,-20.62312782144986,-79.59672964376747,-24.207129569536065,3.587840245888713,0.054347824,0.45251194,False
ANY,P-CCC,P-CCT,397,527,-64.18988559334805,-16.596724475538174,-63.43190535020589,-19.18479585017731,2.696784657554319,0.056753688,0.26296294,False
ANY,R-AGG,R-CGA,100,303,-78.11105421626299,-26.755464611131362,-79.43081068844953,-20.62312782144986,6.2727435503103015,0.058754407,0.44194615,False
ANY,R-AGA,R-AGA,204,204,-83.87722968718198,-17.6771220909035,-83.87722968718198,-17.6771220909035,0.0,0.059594754,0.44564354,False
ANY,R-CGG,R-CGT,487,2100,-79.68675153702824,-24.539341433029023,-79.59672964376747,-24.207129569536065,0.34419277085917516,0.059808612,0.42637208,False
ANY,R-CGA,R-CGC,303,2075,-79.43081068844953,-20.62312782144986,-80.16777443951557,-24.144131319726455,3.597301934125259,0.07440476,0.45592964,False
ANY,G-GGA,G-GGG,800,1062,92.56427408495439,-18.701109173913686,93.75927032176149,-20.78661864451787,2.4036151434792656,0.07680491,0.47977862,False
ANY,S-AGC,S-TCC,1385,801,-85.0384847894892,-23.786140614758576,-85.34460020771084,-20.482080999994512,3.318209846767961,0.079872206,0.3533401,False
ANY,C-TGC,C-TGT,537,428,-91.10991507479442,-3.2699818800041656,-91.83292474938611,-6.021665527012492,2.8450845124119315,0.087108016,0.36065975,False
ANY,V-GTA,V-GTT,1108,1894,-92.89636471258959,82.23032764431933,-94.47098969365516,86.03025557773174,4.11325857807695,0.08992806,0.30658036,False
ANY,L-CTC,L-TTA,1043,1267,-80.30354493983708,-24.60020012608113,-79.44340555727904,-23.304455183921768,1.5552474763068769,0.0956023,0.28788856,False
ANY,L-CTC,L-CTT,1043,970,-80.30354493983708,-24.60020012608113,-80.16683870359927,-22.549514374960257,2.0552373694725596,0.09823183,0.27994376,False
ANY,L-CTC,L-TTG,1043,1291,-80.30354493983708,-24.60020012608113,-81.96586271965644,-20.396766814619177,4.520193801709346,0.1010101,0.29780316,False
ANY,L-CTA,L-TTG,363,1291,-80.91244264396538,-23.869655045287615,-81.96586271965644,-20.396766814619177,3.6291385367032114,0.10460251,0.29500207,False
ANY,H-CAC,H-CAT,987,1344,-88.02249198503023,-6.1616784285822295,-89.62852217589952,0.5313811935467344,6.8830502017170225,0.10660981,0.38670167,False
ANY,P-CCT,P-CCT,527,527,-63.43190535020589,-19.18479585017731,-63.43190535020589,-19.18479585017731,0.0,0.11086474,0.2296521,False
ANY,L-CTT,L-TTG,970,1291,-80.16683870359927,-22.549514374960257,-81.96586271965644,-20.396766814619177,2.8054962963627204,0.11441647,0.30407742,False
ANY,N-AAC,N-AAC,2300,2300,-80.02602069348112,4.174483554664856,-80.02602069348112,4.174483554664856,0.0,0.13207547,0.3806835,False
ANY,L-CTG,L-CTT,5061,970,-80.6353077183921,-22.437075800843505,-80.16683870359927,-22.549514374960257,0.4817734434050687,0.1510574,0.28977782,False
ANY,R-CGG,R-CGG,487,487,-79.68675153702824,-24.539341433029023,-79.68675153702824,-24.539341433029023,0.0,0.15197569,0.43839324,False
ANY,A-GCG,A-GCT,3753,1683,-74.79286635520074,-32.97707197326493,-75.04862961886104,-33.25263254023451,0.3759633933067991,0.17730497,0.26430455,False
ANY,P-CCA,P-CCT,626,527,-64.00549780651438,-16.75218470368954,-63.43190535020589,-19.18479585017731,2.499320966972941,0.17793594,0.21595474,False
ANY,E-GAA,E-GAG,4519,2027,-75.95538504250443,-28.362814736057754,-76.52311036631589,-27.434614225967824,1.0880570895996375,0.17857143,0.29545802,False
ANY,P-CCA,P-CCC,626,397,-64.00549780651438,-16.75218470368954,-64.18988559334805,-16.596724475538174,0.2411778150458539,0.18315019,0.23474185,False
ANY,R-CGT,R-CGT,2100,2100,-79.59672964376747,-24.207129569536065,-79.59672964376747,-24.207129569536065,0.0,0.18587361,0.4164478,False
ANY,S-AGC,S-TCG,1385,787,-85.0384847894892,-23.786140614758576,-85.93944821271641,-24.23995887378173,1.0088042933176413,0.18939394,0.31553522,False
ANY,R-CGA,R-CGG,303,487,-79.43081068844953,-20.62312782144986,-79.68675153702824,-24.539341433029023,3.9245680997390155,0.19157088,0.43596596,False
ANY,T-ACA,T-ACC,652,2319,-92.65266356300353,-10.292828701831585,-92.09901525907146,-17.51446625846152,7.242829243035821,0.19379845,0.31885132,False
ANY,S-AGC,S-TCA,1385,597,-85.0384847894892,-23.786140614758576,-85.95312908162396,-18.842698995408053,5.027344152239987,0.19685039,0.3108402,False
ANY,Y-TAT,Y-TAT,1845,1845,-92.32995761528794,-0.378093819325077,-92.32995761528794,-0.378093819325077,0.0,0.1992032,0.34159517,False
ANY,R-AGG,R-CGT,100,2100,-78.11105421626299,-26.755464611131362,-79.59672964376747,-24.207129569536065,2.949786934697683,0.20920502,0.386797,False
ANY,T-ACA,T-ACG,652,1334,-92.65266356300353,-10.292828701831585,-92.14479801707806,-16.499105704373058,6.22702189212575,0.21551724,0.3171986,False
ANY,R-AGG,R-CGC,100,2075,-78.11105421626299,-26.755464611131362,-80.16777443951557,-24.144131319726455,3.3240276225590737,0.22222222,0.44992763,False
ANY,D-GAT,D-GAT,3506,3506,-77.46168081111318,-12.878309727227995,-77.46168081111318,-12.878309727227995,0.0,0.22321428,0.3549397,False
ANY,S-AGC,S-AGT,1385,688,-85.0384847894892,-23.786140614758576,-85.3002381290516,-20.252593474071254,3.543228782654546,0.2293578,0.30153918,False
ANY,Q-CAA,Q-CAA,1565,1565,-79.04728190617497,-25.06915066921045,-79.04728190617497,-25.06915066921045,0.0,0.23041475,0.3046228,False
ANY,T-ACG,T-ACT,1334,881,-92.14479801707806,-16.499105704373058,-94.17295438922164,5.921347977351576,22.512000390108078,0.24630542,0.29831818,False
ANY,R-CGC,R-CGT,2075,2100,-80.16777443951557,-24.144131319726455,-79.59672964376747,-24.207129569536065,0.5745093021266476,0.25,0.4312971,False
ANY,P-CCA,P-CCG,626,1806,-64.00549780651438,-16.75218470368954,-63.91531881890271,-15.918090539984046,0.8389548997021448,0.25128207,0.22233376,False
ANY,S-TCG,S-TCT,787,722,-85.93944821271641,-24.23995887378173,-85.51659120120092,-21.15178787830343,3.1169870306918583,0.26455027,0.3012968,False
ANY,S-AGT,S-AGT,688,688,-85.3002381290516,-20.252593474071254,-85.3002381290516,-20.252593474071254,0.0,0.28089887,0.27355412,False
ANY,F-TTC,F-TTT,1648,2176,-90.08658881258641,-5.744549384459441,-91.17660504185041,-2.170609785681134,3.736466196257441,0.2857143,0.31441274,False
ANY,V-GTG,V-GTT,2759,1894,-95.2579435992565,91.3490741485824,-94.47098969365516,86.03025557773174,5.376720881649632,0.29239765,0.26368663,False
ANY,S-AGT,S-TCA,688,597,-85.3002381290516,-20.252593474071254,-85.95312908162396,-18.842698995408053,1.5537274654571218,0.29761904,0.30682236,False
ANY,A-GCC,A-GCT,2745,1683,-74.70207265056376,-33.50378201111046,-75.04862961886104,-33.25263254023451,0.42799274409348514,0.3043478,0.24484783,False
ANY,A-GCA,A-GCC,2041,2745,-75.81251797563527,-33.11077634136252,-74.70207265056376,-33.50378201111046,1.1779398441462068,0.3144654,0.2572738,False
ANY,G-GGC,G-GGC,3070,3070,80.1745294966047,-18.24104129179997,80.1745294966047,-18.24104129179997,0.0,0.32258064,0.4135288,False
ANY,S-AGC,S-TCT,1385,722,-85.0384847894892,-23.786140614758576,-85.51659120120092,-21.15178787830343,2.677386800779551,0.3267974,0.32904482,False
ANY,D-GAC,D-GAT,2054,3506,-77.91686510797035,-13.88411484666761,-77.46168081111318,-12.878309727227995,1.1040093669875657,0.34013605,0.32885152,False
ANY,S-AGT,S-TCG,688,787,-85.3002381290516,-20.252593474071254,-85.93944821271641,-24.23995887378173,4.038275914529254,0.34246576,0.29353127,False
ANY,T-ACC,T-ACC,2319,2319,-92.09901525907146,-17.51446625846152,-92.09901525907146,-17.51446625846152,0.0,0.34246576,0.2914648,False
