condition_group,subgroup1,subgroup2,n1,n2,phi1_mean,psi1_mean,phi2_mean,psi2_mean,d12,pval,ddist,significant
HELIX,A-GCG,A-GCG,1492,1492,-63.52414705494691,-39.59564480731776,-63.52414705494691,-39.59564480731776,0.0,0.44642857,0.28076252,False
HELIX,L-CTA,L-TTG,879,878,-65.42996107867722,-39.246885103013156,-65.14152902021677,-39.29734312550662,0.29281233645749033,0.45045045,0.37523663,False
HELIX,V-GTT,V-GTT,696,696,-65.59755343034183,-41.66674257877322,-65.59755343034183,-41.66674257877322,0.0,0.45045045,0.3206784,False
HELIX,K-AAA,K-AAA,1146,1146,-64.7761070694319,-39.2274224789732,-64.7761070694319,-39.2274224789732,0.0,0.4587156,0.34283727,False
HELIX,A-GCA,A-GCT,1513,1522,-63.456821880298094,-39.05080061722584,-63.46869274907558,-39.327583788056856,0.2770376169057213,0.46296296,0.33344513,False
HELIX,F-TTC,F-TTT,797,768,-67.06644025286643,-39.06980220349682,-66.31726412356441,-40.015527271449706,1.206507677916081,0.46728972,0.4672705,False
HELIX,I-ATT,I-ATT,869,869,-65.5216222173388,-42.26834222577335,-65.5216222173388,-42.26834222577335,0.0,0.4716981,0.35713458,False
HELIX,I-ATA,I-ATA,802,802,-65.0933010544873,-42.36674134605114,-65.0933010544873,-42.36674134605114,0.0,0.4716981,0.33739743,False
HELIX,V-GTA,V-GTA,654,654,-65.48442500711892,-42.04143651135636,-65.48442500711892,-42.04143651135636,0.0,0.4716981,0.3364945,False
HELIX,L-CTT,L-TTG,898,878,-65.76031683826324,-38.92156660794003,-65.14152902021677,-39.29734312550662,0.7239519009693894,0.47508305,0.3654864,False
HELIX,L-CTG,L-CTG,911,911,-65.28158204914787,-39.4937076490499,-65.28158204914787,-39.4937076490499,0.0,0.4854369,0.36362445,False
HELIX,F-TTC,F-TTC,797,797,-67.06644025286643,-39.06980220349682,-67.06644025286643,-39.06980220349682,0.0,0.49019608,0.44896707,False
HELIX,V-GTG,V-GTG,689,689,-66.13793067671656,-42.06591590934168,-66.13793067671656,-42.06591590934168,0.0,0.4950495,0.32660568,False
HELIX,V-GTA,V-GTC,654,688,-65.48442500711892,-42.04143651135636,-65.98039236351022,-41.61007932941879,0.6573071101204541,0.5049505,0.36005569,False
HELIX,A-GCC,A-GCC,1489,1489,-63.60082275856947,-39.355252884384576,-63.60082275856947,-39.355252884384576,0.0,0.5247525,0.3248488,False
HELIX,A-GCA,A-GCA,1513,1513,-63.456821880298094,-39.05080061722584,-63.456821880298094,-39.05080061722584,0.0,0.5346535,0.32168093,False
HELIX,A-GCA,A-GCC,1513,1489,-63.456821880298094,-39.05080061722584,-63.60082275856947,-39.355252884384576,0.3367898987811559,0.6039604,0.29444817,False
HELIX,P-CCT,P-CCT,228,228,-57.92730563393087,-37.424143255063115,-57.92730563393087,-37.424143255063115,0.0,0.6039604,0.26751113,False
HELIX,L-CTC,L-TTG,830,878,-64.9655013849272,-39.50231710249871,-65.14152902021677,-39.29734312550662,0.27018523207160716,0.6138614,0.34366363,False
HELIX,R-AGG,R-AGG,411,411,-63.911821762047666,-39.561831955831614,-63.911821762047666,-39.561831955831614,0.0,0.62376237,0.3233829,False
HELIX,R-CGG,R-CGG,477,477,-64.66441981612385,-39.66959526546149,-64.66441981612385,-39.66959526546149,0.0,0.63366336,0.3839374,False
HELIX,Q-CAA,Q-CAA,1224,1224,-64.75348548290083,-38.92926764622922,-64.75348548290083,-38.92926764622922,0.0,0.64356434,0.35631734,False
HELIX,H-CAT,H-CAT,454,454,-67.2567020023863,-37.6287757225967,-67.2567020023863,-37.6287757225967,0.0,0.65346533,0.4270812,False
HELIX,K-AAG,K-AAG,1153,1153,-64.70754563054332,-39.312769107747094,-64.70754563054332,-39.312769107747094,0.0,0.65346533,0.34381154,False
HELIX,P-CCA,P-CCA,218,218,-58.61162228687445,-36.53612645540766,-58.61162228687445,-36.53612645540766,0.0,0.65346533,0.25664723,False
HELIX,D-GAT,D-GAT,1106,1106,-63.91473825282326,-38.55544456276525,-63.91473825282326,-38.55544456276525,0.0,0.6930693,0.33041295,False
HELIX,K-AAA,K-AAG,1146,1153,-64.7761070694319,-39.2274224789732,-64.70754563054332,-39.312769107747094,0.10947473656301947,0.7029703,0.3454043,False
HELIX,Y-TAT,Y-TAT,641,641,-67.42144616516701,-38.77185910661711,-67.42144616516701,-38.77185910661711,0.0,0.7128713,0.43043357,False
HELIX,A-GCG,A-GCT,1492,1522,-63.52414705494691,-39.59564480731776,-63.46869274907558,-39.327583788056856,0.2737368993885678,0.7227723,0.28776398,False
HELIX,S-TCG,S-TCG,462,462,-65.61022343125221,-37.387181686369594,-65.61022343125221,-37.387181686369594,0.0,0.7326733,0.35920557,False
HELIX,F-TTT,F-TTT,768,768,-66.31726412356441,-40.015527271449706,-66.31726412356441,-40.015527271449706,0.0,0.7425743,0.40037188,False
HELIX,D-GAC,D-GAC,1046,1046,-64.1156892483942,-39.05166805125043,-64.1156892483942,-39.05166805125043,0.0,0.7425743,0.31872162,False
HELIX,S-TCT,S-TCT,454,454,-65.10362830051236,-37.232426675250025,-65.10362830051236,-37.232426675250025,0.0,0.75247526,0.35472277,False
HELIX,N-AAT,N-AAT,711,711,-65.9752697216327,-36.582185836075645,-65.9752697216327,-36.582185836075645,0.0,0.7821782,0.35351887,False
HELIX,R-CGC,R-CGC,416,416,-64.37089243654256,-39.49709200778364,-64.37089243654256,-39.49709200778364,0.0,0.7920792,0.29012597,False
HELIX,H-CAC,H-CAC,434,434,-66.88065910744209,-38.43448532765891,-66.88065910744209,-38.43448532765891,0.0,0.8118812,0.3999932,False
HELIX,V-GTC,V-GTC,688,688,-65.98039236351022,-41.61007932941879,-65.98039236351022,-41.61007932941879,0.0,0.85148513,0.3434325,False
HELIX,P-CCG,P-CCG,235,235,-58.7795219970517,-36.26015949218247,-58.7795219970517,-36.26015949218247,0.0,0.8910891,0.21201825,False
HELIX,L-CTT,L-CTT,898,898,-65.76031683826324,-38.92156660794003,-65.76031683826324,-38.92156660794003,0.0,0.9009901,0.32872835,False
HELIX,S-TCA,S-TCA,481,481,-65.93282692613025,-36.488311716122986,-65.93282692613025,-36.488311716122986,0.0,0.9207921,0.3460353,False
HELIX,R-AGA,R-AGA,446,446,-65.28072827550162,-38.997200707714164,-65.28072827550162,-38.997200707714164,0.0,0.9207921,0.30672973,False
OTHER,C-TGC,C-TGT,108,69,-92.97931052987022,66.37018442925367,-100.22934459797449,78.93420129427624,14.505775186912416,0.00019996,1.7536622,True
OTHER,R-AGG,R-CGC,143,160,-92.45687619044512,5.8353742518345095,-90.51003322037053,41.06724663003744,35.28562070906657,0.00019996,1.570968,True
OTHER,R-CGC,R-CGT,160,151,-90.51003322037053,41.06724663003744,-91.1396400580623,40.87471042752395,0.6583881524955875,0.00019996,1.5498279,True
OTHER,R-AGA,R-CGC,146,160,-89.69542387881978,11.045659836113208,-90.51003322037053,41.06724663003744,30.032636614264614,0.00019996,1.5374739,True
OTHER,R-CGA,R-CGT,135,151,-90.851214829791,7.769758529976167,-91.1396400580623,40.87471042752395,33.10620831885247,0.00019996,1.5262798,True
OTHER,R-CGC,R-CGG,160,140,-90.51003322037053,41.06724663003744,-87.65173565650359,26.602318109561335,14.7446268879918,0.00019996,1.5251452,True
OTHER,R-CGA,R-CGC,135,160,-90.851214829791,7.769758529976167,-90.51003322037053,41.06724663003744,33.29923600721688,0.00019996,1.5242682,True
OTHER,R-CGA,R-CGG,135,140,-90.851214829791,7.769758529976167,-87.65173565650359,26.602318109561335,19.102407369201533,0.00019996,1.5005987,True
OTHER,R-AGA,R-CGT,146,151,-89.69542387881978,11.045659836113208,-91.1396400580623,40.87471042752395,29.863992023125906,0.00019996,1.4902732,True
OTHER,R-AGG,R-CGA,143,135,-92.45687619044512,5.8353742518345095,-90.851214829791,7.769758529976167,2.5139592161805697,0.00019996,1.4871727,True
OTHER,R-AGG,R-CGT,143,151,-92.45687619044512,5.8353742518345095,-91.1396400580623,40.87471042752395,35.064086907567315,0.00019996,1.478417,True
OTHER,R-AGG,R-CGG,143,140,-92.45687619044512,5.8353742518345095,-87.65173565650359,26.602318109561335,21.315612417683564,0.00019996,1.4750346,True
OTHER,R-AGA,R-AGG,146,143,-89.69542387881978,11.045659836113208,-92.45687619044512,5.8353742518345095,5.896837689738734,0.00019996,1.4652313,True
OTHER,R-AGA,R-CGG,146,140,-89.69542387881978,11.045659836113208,-87.65173565650359,26.602318109561335,15.690324349320381,0.00019996,1.4641774,True
OTHER,G-GGA,G-GGG,472,493,109.68775640966228,-63.602933287023006,102.05286167239532,-45.06358348322273,20.0499154311637,0.00019996,1.4519787,True
OTHER,R-AGA,R-CGA,146,135,-89.69542387881978,11.045659836113208,-90.851214829791,7.769758529976167,3.4738137673020573,0.00019996,1.4444572,True
OTHER,R-CGG,R-CGT,140,151,-87.65173565650359,26.602318109561335,-91.1396400580623,40.87471042752395,14.69240142360162,0.00019996,1.4279022,True
OTHER,G-GGC,G-GGG,526,493,99.91601649998933,-30.528606250166266,102.05286167239532,-45.06358348322273,14.691210653186637,0.00019996,1.4217919,True
OTHER,G-GGA,G-GGC,472,526,109.68775640966228,-63.602933287023006,99.91601649998933,-30.528606250166266,34.48765010555588,0.00019996,1.4212259,True
OTHER,H-CAC,H-CAT,240,259,-99.6272087811245,25.311362837557443,-95.09033758721357,14.879703710656178,11.375531300559162,0.00019996,1.4170157,True
OTHER,G-GGA,G-GGT,472,517,109.68775640966228,-63.602933287023006,101.06846065826723,-37.014089433146815,27.95100851017413,0.00019996,1.4128729,True
OTHER,G-GGG,G-GGT,493,517,102.05286167239532,-45.06358348322273,101.06846065826723,-37.014089433146815,8.109463596245067,0.00019996,1.4031763,True
OTHER,Y-TAC,Y-TAT,245,301,-96.87447179088011,26.52386655675457,-100.91663238320702,29.416480698558942,4.970541100074242,0.00019996,1.4021069,True
OTHER,V-GTC,V-GTT,190,169,-93.11056627515035,55.30592342670958,-95.96477255570446,100.31298026436129,45.09746842872187,0.00019996,1.3987148,True
OTHER,V-GTC,V-GTG,190,189,-93.11056627515035,55.30592342670958,-93.76831349222257,105.31020620833108,50.00860853799008,0.00019996,1.3958782,True
OTHER,V-GTA,V-GTT,183,169,-92.69532492455943,37.07422583369419,-95.96477255570446,100.31298026436129,63.323213356201514,0.00019996,1.3861845,True
OTHER,F-TTC,F-TTT,299,291,-92.80831674399894,21.896983714866625,-95.74141170946669,44.78850444458964,23.078664766311558,0.00019996,1.3786287,True
OTHER,V-GTA,V-GTG,183,189,-92.69532492455943,37.07422583369419,-93.76831349222257,105.31020620833108,68.24441605108923,0.00019996,1.3475689,True
OTHER,V-GTG,V-GTT,189,169,-93.76831349222257,105.31020620833108,-95.96477255570446,100.31298026436129,5.458635319623065,0.00019996,1.343436,True
OTHER,I-ATA,I-ATC,204,200,-94.32677024933034,99.93316027480606,-88.30601313747745,67.36996019920346,33.11512517511675,0.00019996,1.3339809,True
OTHER,T-ACC,T-ACG,272,248,-97.69504388757628,81.86108078759928,-99.40442167077703,53.15312634749702,28.75880074934779,0.00019996,1.331141,True
OTHER,L-CTA,L-TTG,191,193,-84.97366629426578,9.901510942582275,-87.50259847597637,14.571030386590378,5.310358727775475,0.00019996,1.3179674,True
OTHER,V-GTA,V-GTC,183,190,-92.69532492455943,37.07422583369419,-93.11056627515035,55.30592342670958,18.23642570523083,0.00019996,1.3178749,True
OTHER,L-TTA,L-TTG,221,193,-84.2816998294518,4.367350594466267,-87.50259847597637,14.571030386590378,10.699965859356082,0.00019996,1.313927,True
OTHER,T-ACG,T-ACT,248,242,-99.40442167077703,53.15312634749702,-99.01611175608346,32.85495502109427,20.301885227383394,0.00019996,1.313443,True
OTHER,T-ACA,T-ACC,268,272,-98.27451713676015,31.661061859838135,-97.69504388757628,81.86108078759928,50.2033633295031,0.00019996,1.2988683,True
OTHER,L-CTT,L-TTA,239,221,-83.5930118554394,12.93605043892399,-84.2816998294518,4.367350594466267,8.596331086571706,0.00019996,1.2978142,True
OTHER,T-ACC,T-ACT,272,242,-97.69504388757628,81.86108078759928,-99.01611175608346,32.85495502109427,49.02392867728685,0.00019996,1.2964649,True
OTHER,L-CTT,L-TTG,239,193,-83.5930118554394,12.93605043892399,-87.50259847597637,14.571030386590378,4.237691231408062,0.00019996,1.2943772,True
OTHER,L-CTG,L-TTG,185,193,-81.06060993763046,-1.068932182348106,-87.50259847597637,14.571030386590378,16.91471683138612,0.00019996,1.2826729,True
OTHER,T-ACA,T-ACG,268,248,-98.27451713676015,31.661061859838135,-99.40442167077703,53.15312634749702,21.521745286980792,0.00019996,1.2819059,True
